Site,Device,MAC,Type,Date,Start Time,Stop Time,Timestamp,Value
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/10/2025,9:10:10 AM,9:10:40 AM,1741615810,1036.49
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/10/2025,9:36:39 AM,9:37:19 AM,1741617399,381.07
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/10/2025,9:37:07 AM,9:37:37 AM,1741617427,435.04
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/10/2025,10:05:11 AM,10:06:01 AM,1741619111,93.89
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/10/2025,10:05:43 AM,10:06:13 AM,1741619143,649.87
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/10/2025,10:11:47 AM,10:12:36 AM,1741619507,226.51
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/10/2025,10:12:14 AM,10:12:44 AM,1741619534,90.69
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/10/2025,10:13:06 AM,10:13:36 AM,1741619586,79.35
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/10/2025,10:51:35 AM,10:52:07 AM,1741621895,1183.41
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/10/2025,10:52:00 AM,10:52:30 AM,1741621920,706.59
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/10/2025,2:51:50 PM,2:52:20 PM,1741636310,71.79
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/10/2025,2:54:59 PM,2:55:34 PM,1741636499,209.34
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/10/2025,2:55:27 PM,2:55:57 PM,1741636527,84.08
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/10/2025,3:00:47 PM,3:01:32 PM,1741636847,175.01
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/10/2025,3:07:15 PM,3:07:50 PM,1741637235,65.45
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/10/2025,3:08:12 PM,3:08:42 PM,1741637292,-44.55
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/11/2025,8:54:26 AM,8:54:56 AM,1741701266,287.09
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/11/2025,8:54:54 AM,8:55:24 AM,1741701294,-27.59
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/11/2025,8:55:49 AM,8:56:19 AM,1741701349,244.29
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/11/2025,8:56:17 AM,8:56:47 AM,1741701377,150.63
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/11/2025,8:57:03 AM,8:57:33 AM,1741701423,457
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/11/2025,8:57:29 AM,8:57:59 AM,1741701449,37.68
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Masking,3/11/2025,10:13:53 AM,10:14:23 AM,1741706033,84.87
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/11/2025,10:14:55 AM,10:15:25 AM,1741706095,97.16
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/11/2025,10:17:35 AM,10:18:06 AM,1741706255,74.88
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/11/2025,10:18:14 AM,10:18:44 AM,1741706294,854.06
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/11/2025,10:18:25 AM,10:18:55 AM,1741706305,845.89
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/11/2025,10:19:38 AM,10:20:08 AM,1741706378,124.02
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/11/2025,10:47:20 AM,10:47:50 AM,1741708040,1567.25
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/11/2025,10:47:44 AM,10:48:14 AM,1741708064,-318.85
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/12/2025,8:52:20 AM,8:52:50 AM,1741787540,50.72
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/12/2025,8:53:04 AM,8:53:34 AM,1741787584,269.9
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/12/2025,8:53:31 AM,8:54:01 AM,1741787611,-30.05
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/12/2025,8:54:45 AM,8:55:15 AM,1741787685,96.38
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/12/2025,9:06:29 AM,9:06:59 AM,1741788389,173.23
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/12/2025,9:06:58 AM,9:07:28 AM,1741788418,62.47
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/12/2025,9:07:02 AM,9:07:32 AM,1741788422,141.58
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/12/2025,9:07:35 AM,9:08:05 AM,1741788455,72.31
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/12/2025,9:18:15 AM,9:18:45 AM,1741789095,50.74
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/12/2025,9:18:52 AM,9:19:45 AM,1741789132,16.09
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/12/2025,9:18:57 AM,9:19:46 AM,1741789137,79.15
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/12/2025,9:23:09 AM,9:23:39 AM,1741789389,179.59
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/12/2025,9:23:45 AM,9:24:15 AM,1741789425,-974.06
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/12/2025,11:04:43 AM,11:05:13 AM,1741795483,485.29
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/12/2025,11:06:13 AM,11:06:43 AM,1741795573,108.54
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/13/2025,10:35:08 AM,10:35:38 AM,1741880108,186.64
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/13/2025,10:35:33 AM,10:36:03 AM,1741880133,73.17
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/13/2025,11:50:06 AM,11:50:44 AM,1741884606,666.91
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/13/2025,11:50:32 AM,11:51:02 AM,1741884632,718.43
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/13/2025,11:50:55 AM,11:51:25 AM,1741884655,117.52
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/13/2025,12:57:37 PM,12:58:07 PM,1741888657,126.38
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/13/2025,12:58:11 PM,12:58:41 PM,1741888691,-93.91
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/13/2025,12:58:24 PM,12:58:54 PM,1741888704,92.26
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/14/2025,9:34:51 AM,9:35:21 AM,1741962891,37.8
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/14/2025,9:36:47 AM,9:37:17 AM,1741963007,258.53
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/14/2025,9:37:13 AM,9:37:43 AM,1741963033,32.74
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/14/2025,12:51:32 PM,12:52:02 PM,1741974692,198.28
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/14/2025,12:51:58 PM,12:52:28 PM,1741974718,-20.92
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/14/2025,1:25:05 PM,1:25:35 PM,1741976705,46.44
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/14/2025,2:36:03 PM,2:36:33 PM,1741980963,261.09
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/14/2025,2:36:30 PM,2:37:00 PM,1741980990,17.43
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/14/2025,2:36:35 PM,2:37:05 PM,1741980995,98.73
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/17/2025,8:58:23 AM,8:58:53 AM,1742219903,199
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/17/2025,8:59:33 AM,9:00:13 AM,1742219973,119.82
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/17/2025,9:08:29 AM,9:08:59 AM,1742220509,307.42
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/17/2025,9:08:54 AM,9:09:24 AM,1742220534,-221.15
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/17/2025,9:09:18 AM,9:10:10 AM,1742220558,307.47
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/17/2025,9:09:43 AM,9:10:13 AM,1742220583,662.96
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Masking,3/17/2025,12:38:50 PM,12:39:20 PM,1742233130,631.13
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/17/2025,12:58:13 PM,12:58:43 PM,1742234293,48.59
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/18/2025,2:29:50 PM,2:30:20 PM,1742326190,54.93
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/19/2025,8:51:44 AM,8:52:14 AM,1742392304,63.74
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/19/2025,8:53:21 AM,8:53:51 AM,1742392401,117.84
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/19/2025,8:53:53 AM,8:54:23 AM,1742392433,49.56
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/19/2025,9:01:41 AM,9:02:11 AM,1742392901,267.93
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/19/2025,9:02:08 AM,9:02:38 AM,1742392928,-72.12
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/19/2025,11:01:10 AM,11:01:40 AM,1742400070,70.06
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/19/2025,11:02:22 AM,11:02:52 AM,1742400142,39.12
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/19/2025,11:06:40 AM,11:07:15 AM,1742400400,57.75
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/19/2025,12:01:13 PM,12:01:43 PM,1742403673,41.9
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/19/2025,12:04:55 PM,12:05:25 PM,1742403895,110.64
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/19/2025,12:05:32 PM,12:06:02 PM,1742403932,15.53
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/19/2025,12:06:23 PM,12:06:57 PM,1742403983,346.11
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/19/2025,12:06:48 PM,12:07:18 PM,1742404008,49.81
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/19/2025,12:07:34 PM,12:08:04 PM,1742404054,39.78
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/19/2025,12:08:31 PM,12:09:01 PM,1742404111,-55.31
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/20/2025,10:47:45 AM,10:48:16 AM,1742485665,57.68
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/20/2025,11:05:00 AM,11:05:30 AM,1742486700,54.83
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/20/2025,11:06:11 AM,11:06:41 AM,1742486771,58.27
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/20/2025,11:26:23 AM,11:26:53 AM,1742487983,308.81
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/20/2025,11:26:50 AM,11:27:20 AM,1742488010,-140.55
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/20/2025,11:27:35 AM,11:28:05 AM,1742488055,55.94
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/20/2025,2:53:29 PM,2:54:00 PM,1742500409,45.93
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/20/2025,2:54:05 PM,2:54:35 PM,1742500445,97.95
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/21/2025,9:19:42 AM,9:20:12 AM,1742566782,349.59
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/21/2025,9:20:09 AM,9:20:39 AM,1742566809,-104.93
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/21/2025,10:02:38 AM,10:03:08 AM,1742569358,150.97
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/21/2025,10:03:03 AM,10:03:33 AM,1742569383,36.08
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/21/2025,11:01:58 AM,11:02:28 AM,1742572918,37.11
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/21/2025,11:02:44 AM,11:03:14 AM,1742572964,128.92
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/21/2025,12:03:12 PM,12:03:54 PM,1742576592,58.73
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/21/2025,12:04:07 PM,12:04:37 PM,1742576647,-96.18
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/24/2025,9:34:30 AM,9:35:00 AM,1742826870,57.1
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/24/2025,9:35:16 AM,9:35:46 AM,1742826916,229.47
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/24/2025,10:41:18 AM,10:41:50 AM,1742830878,36.92
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/24/2025,10:42:01 AM,10:42:32 AM,1742830921,197.81
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/24/2025,10:43:03 AM,10:43:33 AM,1742830983,190.68
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/24/2025,11:39:50 AM,11:40:20 AM,1742834390,65.36
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/25/2025,10:03:49 AM,10:04:19 AM,1742915029,912.29
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/25/2025,10:04:14 AM,10:04:44 AM,1742915054,-178.13
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/25/2025,10:04:33 AM,10:05:03 AM,1742915073,42.19
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/25/2025,10:06:14 AM,10:06:44 AM,1742915174,67.17
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/25/2025,1:42:34 PM,1:43:04 PM,1742928154,37.27
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/25/2025,2:26:21 PM,2:26:51 PM,1742930781,263.7
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/26/2025,11:04:48 AM,11:05:18 AM,1743005088,44.51
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/26/2025,12:34:25 PM,12:34:55 PM,1743010465,743.02
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/26/2025,12:34:50 PM,12:35:20 PM,1743010490,-274.46
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/27/2025,9:41:05 AM,9:41:42 AM,1743086465,89.99
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/27/2025,9:41:39 AM,9:42:09 AM,1743086499,270.52
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/27/2025,10:38:55 AM,10:39:25 AM,1743089935,658.82
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/27/2025,10:39:21 AM,10:39:51 AM,1743089961,-70.05
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/27/2025,10:39:59 AM,10:40:29 AM,1743089999,163.37
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/27/2025,10:40:24 AM,10:40:54 AM,1743090024,-59.01
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/27/2025,12:28:00 PM,12:28:30 PM,1743096480,145.3
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/27/2025,1:17:28 PM,1:17:58 PM,1743099448,88.79
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/27/2025,1:50:38 PM,1:51:08 PM,1743101438,107.7
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/01/2025,10:17:48 AM,10:18:18 AM,1743520668,37.78
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/01/2025,10:19:32 AM,10:20:02 AM,1743520772,39.2
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/07/2025,8:56:29 AM,8:56:59 AM,1744034189,100.77
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/08/2025,8:53:40 AM,8:54:17 AM,1744120420,54.38
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,4/08/2025,8:54:33 AM,8:55:03 AM,1744120473,-36.01
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/08/2025,8:54:47 AM,8:55:17 AM,1744120487,57.39
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/08/2025,8:55:33 AM,8:56:03 AM,1744120533,217.44
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,4/08/2025,8:56:01 AM,8:56:31 AM,1744120561,-8.82
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/08/2025,8:56:46 AM,8:57:16 AM,1744120606,66.56
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/08/2025,9:42:48 AM,9:43:18 AM,1744123368,319.84
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,4/08/2025,9:43:15 AM,9:43:45 AM,1744123395,-45.5
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/08/2025,11:04:18 AM,11:04:48 AM,1744128258,169.3
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/08/2025,11:04:50 AM,11:05:20 AM,1744128290,35.9
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,4/08/2025,11:05:00 AM,11:05:30 AM,1744128300,-270.08
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/08/2025,12:32:40 PM,12:33:14 PM,1744133560,74.2
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/08/2025,12:34:03 PM,12:34:33 PM,1744133643,58.11
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/08/2025,12:35:08 PM,12:35:38 PM,1744133708,95.93
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/08/2025,12:35:41 PM,12:36:21 PM,1744133741,119.75
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,4/08/2025,12:36:34 PM,12:37:04 PM,1744133794,-83.18
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/08/2025,12:56:18 PM,12:56:48 PM,1744134978,61.24
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/09/2025,10:20:36 AM,10:21:06 AM,1744212036,61.77
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/09/2025,10:47:48 AM,10:48:46 AM,1744213668,182.85
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/09/2025,10:50:07 AM,10:50:37 AM,1744213807,112.23
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/09/2025,10:54:57 AM,10:55:27 AM,1744214097,57.43
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/09/2025,11:05:34 AM,11:06:04 AM,1744214734,90.47
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/09/2025,1:27:27 PM,1:27:57 PM,1744223247,336.38
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,4/09/2025,1:27:53 PM,1:28:23 PM,1744223273,-223.62
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/09/2025,1:28:22 PM,1:28:52 PM,1744223302,234.66
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,4/09/2025,1:28:49 PM,1:29:19 PM,1744223329,-43.87
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/09/2025,2:55:22 PM,2:55:52 PM,1744228522,47.66
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/10/2025,10:47:03 AM,10:47:33 AM,1744300023,44.16
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,4/10/2025,10:47:37 AM,10:48:07 AM,1744300057,-314.4
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/10/2025,10:47:48 AM,10:48:18 AM,1744300068,650.59
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,4/10/2025,10:48:12 AM,10:48:42 AM,1744300092,-318.5
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/10/2025,10:48:42 AM,10:49:12 AM,1744300122,243.23
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,4/10/2025,10:49:09 AM,10:49:39 AM,1744300149,-161.65
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,4/10/2025,11:04:30 AM,11:05:00 AM,1744301070,221.9
